,text,category,Unnamed: 0,ln
1706,Yet murders in town like Tirunelveli are a dozen.,Homophobic,,
1707,"It is not right to free this smelly, ugly, disgusting kinship because of some mistakes that bump.",Homophobic,,
1708,"It is not right to excuse this smelly, ugly, disgusting relationship because of some mistake that pass off.",Homophobic,,
1709,I assume ' thymine know if even that ignorant and ill - suggest tyrant Pontati is having a family operating theatre is kissing some man ' atomic number 16. ..,Homophobic,,
1710,1 don ' mt know if yet that ignorant and ill - send word tyrant Pontati is having a class or is kiss some man ' s. ..,Homophobic,,
1711,Now male person beaver state female,Homophobic,,
1712,Today male or female person,Homophobic,,
1713,"Woman, non still animals do this. Wherefore suffice you, the stephen samuel wise one, support Aadha?",Homophobic,,
1714,"Woman, non even animals do this. Wherefore do you, the isaac mayer wise ace, livelihood Aadha?",Homophobic,,
1715,Why represent wholly these people alive?,Homophobic,,
1716,Why exist all these hoi polloi alive?,Homophobic,,
1717,"Sister Malini, no matter what you justify and talk about this, this is a very incorrect thing, please amount out of this and do not participate in this sine. Lord Good shepherd Christ also said that all this will happen in the last times. The end of the world is skinny. The God almighty Jesus of nazareth Christ will come real soon and judge us. We do not want these unholy sins.",Homophobic,,
1718,"Babe Malini, no matter what you justify and talk astir this, this be a very wrong thing, please come out of this and do not participate in this sin. Lord Jesus Christ too aver that all this will happen in the last fourth dimension. The end of the world is near. The Lord Savior Christ will come very soon and judge u. We coiffe non want these wicked sins.",Homophobic,,
1719,Yogesh Prabu The hormone privileged the body knows no civilization! But the brain do not know? ?? What equal good and what is bad? ?? You pronounce that information technology is like this still in animals! I enquire that animals have cinque senses! Do not you know? ??,Homophobic,,
1720,Yogesh Prabu The internal secretion inside the body knows no culture! Only the brain does non know? ?? What is well and what is spoilt? ?? You say that information technology live same this even in animals! I ask that animals have five senses! Dress not you know? ??,Homophobic,,
1721,Everything is good for babble out simply it is not good for human life if everyone talks alike this information technology will be ruined angry_face angry_face angry_face,Homophobic,,
1722,Everything be good for talking but information technology is not near for human life if everyone talk of the town like this it leave equal destroy angry_face angry_face angry_face,Homophobic,,
1723,Om Pontaditya Enga (Triiodothyronine) district attorney,Homophobic,,
1724,Om Pontaditya Enga (Tonne) da,Homophobic,,
1725,Male - male person human relationship does not come to mind.,Homophobic,,
1726,Male - male person relationship does non issue forth to mind.,Homophobic,,
1727,"A ram can alone make up pounded by a aries, another ram cannot be order on height of a ram, and a ram cannot be grind alike that.",Homophobic,,
1728,"A read/write memory can exclusively be pounded by a aries the ram, another random memory cannot be place on meridian of a ram, and a ram cannot follow ground alike that.",Homophobic,,
1729,Anchor ku get along not know how to speak. ...,Homophobic,,
1730,Anchor ku do non know how to talk. ...,Homophobic,,
1731,Shagul Hameed Shagul Dulukka Bunda. . Dismiss you tell me what you do with homosexuals in your faith. .. ?? ? Is in that location freedom because there is a Hindu majority?,Homophobic,,
1732,Shagul Hameed Shagul Dulukka Bunda. . Can you tell me what you do with homosexuals in your religion. .. ?? ? Equal thither freedom because there be a Hindustani bulk?,Homophobic,,
1733,"What does information technology say to you that you are interview a person. If your parent be like that, you wouldn ' t talk corresponding this.",Homophobic,,
1734,"What make out information technology articulate to you that you are interview a individual. If your parents were like that, you wouldn ' t talk like this.",Homophobic,,
1735,"No sensual ever serve this, they lived by nature",Homophobic,,
1736,"No animal ever did this, they live by nature",Homophobic,,
1737,"Even if you look at the darkness, it is the lighting of nature",Homophobic,,
1738,"Even if you face at the darkness, information technology is the visible light of nature",Homophobic,,
1739,The demonic best friend is an vicious djinny world health organization have sex ku,Homophobic,,
1740,The demonic dependable friend is an evil jinni world health organization stimulate sex ku,Homophobic,,
1741,Please avoid talking about homo sex information technology is non suitable for our indian tamil cultivation our country be pioneer of refinement no pauperism to learn from other countries,Homophobic,,
1742,Please avoid peach about homo sex activity information technology is non suited for our amerind tamil culture our country is pioneer of civilization no need to learn from other countries,Homophobic,,
